job_id,office,position_title,date,year,skill,skill_category,source_file
MEM-064-26,Office of Congressman Steven Horsford,Director of Communications,2025-03-09,2025,Talking Points,communications,HVAPS_Template_Members_2025_3_09_2026.json
MEM-064-26,Office of Congressman Steven Horsford,Director of Communications,2025-03-09,2025,Digital Strategy,communications,HVAPS_Template_Members_2025_3_09_2026.json
MEM-064-26,Office of Congressman Steven Horsford,Director of Communications,2025-03-09,2025,Town Halls / Events,constituent,HVAPS_Template_Members_2025_3_09_2026.json
MEM-064-26,Office of Congressman Steven Horsford,Director of Communications,2025-03-09,2025,Supervisory / Management,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Capitol Hill Experience,experience,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Press Releases / Statements,communications,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Talking Points,communications,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Immigration,policy,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Veterans Affairs,policy,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Finance / Tax Policy,policy,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Judiciary / Legal,policy,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Town Halls / Events,constituent,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Committee Work,legislative,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Attention to Detail,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-063-26,Congressman Steven Horsford (NV-04),Legislative Assistant,2025-03-09,2025,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-062-26,Office of Congressman Tom Suozzi,Chief of Staff,2025-03-09,2025,Non-profit Experience,experience,HVAPS_Template_Members_2025_3_09_2026.json
MEM-062-26,Office of Congressman Tom Suozzi,Chief of Staff,2025-03-09,2025,Constituent Services,constituent,HVAPS_Template_Members_2025_3_09_2026.json
MEM-062-26,Office of Congressman Tom Suozzi,Chief of Staff,2025-03-09,2025,Budget Management,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-061-26,Office of U.S. Representative Don Davis (NC-01),Legislative Correspondent,2026-03-09,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-061-26,Office of U.S. Representative Don Davis (NC-01),Legislative Correspondent,2026-03-09,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-061-26,Office of U.S. Representative Don Davis (NC-01),Legislative Correspondent,2026-03-09,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2025_3_09_2026.json
MEM-115-26,Congressman Donald Norcross (NJ-01),Communications Director,2026-04-13,2026,Non-profit Experience,experience,HVAPS_Template_Members_2026_04_13_2026.json
MEM-115-26,Congressman Donald Norcross (NJ-01),Communications Director,2026-04-13,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_04_13_2026.json
MEM-115-26,Congressman Donald Norcross (NJ-01),Communications Director,2026-04-13,2026,Social Media,communications,HVAPS_Template_Members_2026_04_13_2026.json
MEM-115-26,Congressman Donald Norcross (NJ-01),Communications Director,2026-04-13,2026,Media Relations,communications,HVAPS_Template_Members_2026_04_13_2026.json
MEM-115-26,Congressman Donald Norcross (NJ-01),Communications Director,2026-04-13,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_13_2026.json
MEM-115-26,Congressman Donald Norcross (NJ-01),Communications Director,2026-04-13,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_04_13_2026.json
MEM-112-26,Office of U.S. Representative Pramila Jayapal (WA-07),Executive Assistant and Scheduler for Rep. Pramila Jayapal (WA-07),2026-04-13,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_04_13_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_4_6_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Social Media,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Video Production,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Graphic Design,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_4_6_2026.json
MEM-111-26,Office of Congresswoman Jennifer McClellan (VA-04),Press/Digital Assistant,2026-04-06,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_4_6_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Adobe Premiere,software,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Canva,software,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Spanish,language,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Talking Points,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Social Media,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Twitter / X,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Instagram,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Video Production,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Graphic Design,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-106-26,Office of a Member of Congress (CA-04),Digital Director,2026-03-30,2026,Newsletter,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Adobe InDesign,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Adobe Photoshop,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Adobe Premiere,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Adobe Illustrator,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Canva,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,MailChimp / Constant Contact,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,CMS / Website Management,software,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Social Media,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Instagram,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,TikTok,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Video Production,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Graphic Design,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_4_6_2026.json
MEM-105-26,Office of Congressman Raul Ruiz,Digital Content Creator,2026-04-06,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_4_6_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Talking Points,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Social Media,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Constituent Services,constituent,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Project Management,soft_skill,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Supervisory / Management,soft_skill,HVAPS_Template_Members_2026_3_30_2026.json
MEM-101-26,Democratic Member of Congress,Deputy Communications Director,2026-03-30,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_3_30_2026.json
MEM-099-26,Problem Solvers Caucus,Executive Director,2026-04-06,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_4_6_2026.json
MEM-099-26,Problem Solvers Caucus,Executive Director,2026-04-06,2026,Committee Work,legislative,HVAPS_Template_Members_2026_4_6_2026.json
MEM-099-26,Problem Solvers Caucus,Executive Director,2026-04-06,2026,Supervisory / Management,soft_skill,HVAPS_Template_Members_2026_4_6_2026.json
MEM-099-26,Problem Solvers Caucus,Executive Director,2026-04-06,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_4_6_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Talking Points,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Social Media,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_3_30_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Committee Work,legislative,HVAPS_Template_Members_2026_3_30_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_3_30_2026.json
MEM-094-26,The Committee on House Administration (CHA),DEPUTY COMMUNICATIONS DIRECTOR,2026-03-30,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_3_30_2026.json
MEM-088-26,Representative Alma Adams (NC-12),Legislative Director,2026-03-23,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_3_23_2026.json
MEM-088-26,Representative Alma Adams (NC-12),Legislative Director,2026-03-23,2026,Supervisory / Management,soft_skill,HVAPS_Template_Members_2026_3_23_2026.json
MEM-088-26,Representative Alma Adams (NC-12),Legislative Director,2026-03-23,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_3_23_2026.json
MEM-087-26,Congresswoman Emilia Sykes (OH-13),Temporary Communications Assistant,2026-03-23,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_3_23_2026.json
MEM-087-26,Congresswoman Emilia Sykes (OH-13),Temporary Communications Assistant,2026-03-23,2026,Video Production,communications,HVAPS_Template_Members_2026_3_23_2026.json
MEM-087-26,Congresswoman Emilia Sykes (OH-13),Temporary Communications Assistant,2026-03-23,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_3_23_2026.json
MEM-087-26,Congresswoman Emilia Sykes (OH-13),Temporary Communications Assistant,2026-03-23,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_3_23_2026.json
MEM-085-26,Office of Congressman Brad Sherman (CA-32),Caseworker / Staff Assistant,2026-03-23,2026,Microsoft Office Suite,software,HVAPS_Template_Members_2026_3_23_2026.json
MEM-085-26,Office of Congressman Brad Sherman (CA-32),Caseworker / Staff Assistant,2026-03-23,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_3_23_2026.json
MEM-085-26,Office of Congressman Brad Sherman (CA-32),Caseworker / Staff Assistant,2026-03-23,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_3_23_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Talking Points,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Social Media,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Instagram,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Finance / Tax Policy,policy,HVAPS_Template_Members_2026_3_16_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Small Business,policy,HVAPS_Template_Members_2026_3_16_2026.json
MEM-082-26,"Senior Republican Member, Financial Services Committee",Communications Director,2026-03-16,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Campaign Experience,experience,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Social Media,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Constituent Services,constituent,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Committee Work,legislative,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Supervisory / Management,soft_skill,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_3_16_2026.json
MEM-075-26,U.S. Representative Kat Cammack (FL-03),Communications Director,2026-03-16,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_3_16_2026.json
MEM-130-26,"Resident Commissioner of Puerto Rico, Pablo José Hernández",Legislative Director,2026-04-20,2026,Spanish,language,HVAPS_Template_Members_2026_04_20_2026.json
MEM-130-26,"Resident Commissioner of Puerto Rico, Pablo José Hernández",Legislative Director,2026-04-20,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-130-26,"Resident Commissioner of Puerto Rico, Pablo José Hernández",Legislative Director,2026-04-20,2026,Talking Points,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-130-26,"Resident Commissioner of Puerto Rico, Pablo José Hernández",Legislative Director,2026-04-20,2026,Appropriations / Budget,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-130-26,"Resident Commissioner of Puerto Rico, Pablo José Hernández",Legislative Director,2026-04-20,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-129-26,Senior House Financial Services Republican,Scheduler/Director of Operations,2026-04-20,2026,Microsoft Excel,software,HVAPS_Template_Members_2026_04_20_2026.json
MEM-129-26,Senior House Financial Services Republican,Scheduler/Director of Operations,2026-04-20,2026,Finance / Tax Policy,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-129-26,Senior House Financial Services Republican,Scheduler/Director of Operations,2026-04-20,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-129-26,Senior House Financial Services Republican,Scheduler/Director of Operations,2026-04-20,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-128-26,The Office of Congressman Greg Casar (D-TX35),Staff Assistant,2026-04-20,2026,Spanish,language,HVAPS_Template_Members_2026_04_20_2026.json
MEM-128-26,The Office of Congressman Greg Casar (D-TX35),Staff Assistant,2026-04-20,2026,Project Management,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Talking Points,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Social Media,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Digital Strategy,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Constituent Services,constituent,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Project Management,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Supervisory / Management,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-127-26,Office of Congresswoman McClain Delaney,Deputy Communications Director,2026-04-20,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Spanish,language,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Talking Points,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Social Media,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Appropriations / Budget,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Immigration,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Finance / Tax Policy,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-126-26,Representative Juan Vargas (CA-52),Legislative Director,2026-04-20,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-125-26,Office of Congresswoman Lois Frankel (FL-22),Communications Director,2026-04-20,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-125-26,Office of Congresswoman Lois Frankel (FL-22),Communications Director,2026-04-20,2026,Talking Points,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-125-26,Office of Congresswoman Lois Frankel (FL-22),Communications Director,2026-04-20,2026,Social Media,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-125-26,Office of Congresswoman Lois Frankel (FL-22),Communications Director,2026-04-20,2026,Appropriations / Budget,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-125-26,Office of Congresswoman Lois Frankel (FL-22),Communications Director,2026-04-20,2026,Defense / National Security,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-125-26,Office of Congresswoman Lois Frankel (FL-22),Communications Director,2026-04-20,2026,Town Halls / Events,constituent,HVAPS_Template_Members_2026_04_20_2026.json
MEM-124-26,Office of Congressman Wesley Bell (MO-01),Communications Director,2026-04-20,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-124-26,Office of Congressman Wesley Bell (MO-01),Communications Director,2026-04-20,2026,Social Media,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-124-26,Office of Congressman Wesley Bell (MO-01),Communications Director,2026-04-20,2026,Supervisory / Management,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-123-26,Office of the Representative for New York's 22nd Congressional District,Constituent Advocate,2026-04-20,2026,Spanish,language,HVAPS_Template_Members_2026_04_20_2026.json
MEM-123-26,Office of the Representative for New York's 22nd Congressional District,Constituent Advocate,2026-04-20,2026,Veterans Affairs,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-123-26,Office of the Representative for New York's 22nd Congressional District,Constituent Advocate,2026-04-20,2026,Casework,constituent,HVAPS_Template_Members_2026_04_20_2026.json
MEM-123-26,Office of the Representative for New York's 22nd Congressional District,Constituent Advocate,2026-04-20,2026,Constituent Services,constituent,HVAPS_Template_Members_2026_04_20_2026.json
MEM-123-26,Office of the Representative for New York's 22nd Congressional District,Constituent Advocate,2026-04-20,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-122-26,U.S. House of Representatives,Chamber Security Staff,2026-04-20,2026,Floor Procedure,legislative,HVAPS_Template_Members_2026_04_20_2026.json
MEM-121-26,Office of Congressman Jonathon L. Jackson (Il-01),Scheduler,2026-04-20,2026,Foreign Policy,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-121-26,Office of Congressman Jonathon L. Jackson (Il-01),Scheduler,2026-04-20,2026,Agriculture,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-121-26,Office of Congressman Jonathon L. Jackson (Il-01),Scheduler,2026-04-20,2026,Transportation,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-121-26,Office of Congressman Jonathon L. Jackson (Il-01),Scheduler,2026-04-20,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-121-26,Office of Congressman Jonathon L. Jackson (Il-01),Scheduler,2026-04-20,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-120-26,Congresswoman Lizzie Fletcher (TX-7),Constituent Advocate,2026-04-20,2026,Constituent Services,constituent,HVAPS_Template_Members_2026_04_20_2026.json
MEM-120-26,Congresswoman Lizzie Fletcher (TX-7),Constituent Advocate,2026-04-20,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-120-26,Congresswoman Lizzie Fletcher (TX-7),Constituent Advocate,2026-04-20,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-120-26,Congresswoman Lizzie Fletcher (TX-7),Constituent Advocate,2026-04-20,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-119-26,Congresswoman Lizzie Fletcher (TX-7),Administrative Assistant,2026-04-20,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-119-26,Congresswoman Lizzie Fletcher (TX-7),Administrative Assistant,2026-04-20,2026,Attention to Detail,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-119-26,Congresswoman Lizzie Fletcher (TX-7),Administrative Assistant,2026-04-20,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-119-26,Congresswoman Lizzie Fletcher (TX-7),Administrative Assistant,2026-04-20,2026,Driver's License,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-117-26,Congresswoman Emilia Sykes (OH-13),Legislative Assistant,2026-04-20,2026,Capitol Hill Experience,experience,HVAPS_Template_Members_2026_04_20_2026.json
MEM-117-26,Congresswoman Emilia Sykes (OH-13),Legislative Assistant,2026-04-20,2026,Healthcare Policy,policy,HVAPS_Template_Members_2026_04_20_2026.json
MEM-117-26,Congresswoman Emilia Sykes (OH-13),Legislative Assistant,2026-04-20,2026,Bill Drafting,legislative,HVAPS_Template_Members_2026_04_20_2026.json
MEM-117-26,Congresswoman Emilia Sykes (OH-13),Legislative Assistant,2026-04-20,2026,Committee Work,legislative,HVAPS_Template_Members_2026_04_20_2026.json
MEM-117-26,Congresswoman Emilia Sykes (OH-13),Legislative Assistant,2026-04-20,2026,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-117-26,Congresswoman Emilia Sykes (OH-13),Legislative Assistant,2026-04-20,2026,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2026_04_20_2026.json
MEM-114-26,The Office of Congresswoman Laura Gillen,Press Secretary,2026-04-20,2026,Spanish,language,HVAPS_Template_Members_2026_04_20_2026.json
MEM-114-26,The Office of Congresswoman Laura Gillen,Press Secretary,2026-04-20,2026,Press Releases / Statements,communications,HVAPS_Template_Members_2026_04_20_2026.json
MEM-114-26,The Office of Congresswoman Laura Gillen,Press Secretary,2026-04-20,2026,Talking Points,communications,HVAPS_Template_Members_2026_04_20_2026.json
